MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;QT_VG_TOTAL;QT_INSCRITO_TOTAL;QT_ING;QT_MAT;ING_POSITIVO;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;2183;CENTRO UNIVERSITARIO FUNDACAO SANTO ANDRE;92018;CURSO SUPERIOR DE TECNOLOGIA DE COMPUTACAO  ENFASE EM SOFTWARE;Presencial;Tecnológico;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;5.0;5.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;221;UNIVERSIDADE CRUZEIRO DO SUL;5831;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;221;UNIVERSIDADE CRUZEIRO DO SUL;70358;CIENCIA DA COMPUTACAO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;23.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;221;UNIVERSIDADE CRUZEIRO DO SUL;70475;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA A INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;10.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;2575;FACULDADES INTEGRADAS SOARES DE OLIVEIRA;4370;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;300.0;0.0;0.0;7.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;264;UNIVERSIDADE SAO MARCOS;6346;CIENCIA DA COMPUTACAO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;80.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;264;UNIVERSIDADE SAO MARCOS;6353;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;80.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;266;UNIVERSIDADE METODISTA DE PIRACICABA;73332;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS AGRUPAMENTO DE AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;1.0;3.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;266;UNIVERSIDADE METODISTA DE PIRACICABA;98480;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;13.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;27;UNIVERSIDADE VALE DO RIO VERDE;91245;SISTEMA DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;271;UNIVERSIDADE DO OESTE PAULISTA;55338;CURSO SUPERIOR DE TECNOLOGIA EM DESENVOLVIMENTO WEB;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;91.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;275;UNIVERSIDADE DO VALE DO PARAIBA;71911;CIENCIA DA COMPUTACAO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;8.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;277;CENTRO UNIVERSITARIO AUGUSTO MOTTA;70903;CURSO SUPERIOR DE TECNOLOGIA EM DESENVOLVIMENTO DE PROJETOS DE REDE DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;60.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;277;CENTRO UNIVERSITARIO AUGUSTO MOTTA;70905;CURSO SUPERIOR DE TECNOLOGIA EM DESENVOLVIMENTO DE SOFTWARES;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;60.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;60032;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;8.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;64447;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;10.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;74804;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;298;UNIVERSIDADE NORTE DO PARANA;6984;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;308;UNIVERSIDADE PRESIDENTE ANTONIO CARLOS;49482;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;100.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;308;UNIVERSIDADE PRESIDENTE ANTONIO CARLOS;51364;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;24.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;308;UNIVERSIDADE PRESIDENTE ANTONIO CARLOS;51527;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;9.0;57.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;308;UNIVERSIDADE PRESIDENTE ANTONIO CARLOS;62150;CURSO SUPERIOR DE TECNOLOGIA EM INFORMATICA EMPRESARIAL;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;1.0;42.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;308;UNIVERSIDADE PRESIDENTE ANTONIO CARLOS;79908;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;80.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;308;UNIVERSIDADE PRESIDENTE ANTONIO CARLOS;87858;CIENCIA DA COMPUTACAO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;60.0;0.0;0.0;23.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3151;UNIVERSIDADE COMUNITARIA REGIONAL DE CHAPECO;119798;CIENCIA DA COMPUTACAO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;51.0;32.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;316;UNIVERSIDADE NOVE DE JULHO;69510;CURSO SUPERIOR DE TECNOLOGIA EM GESTAO DE SISTEMAS DE INFORMACAO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;120.0;0.0;0.0;61.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108176;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;24.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108184;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;30.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108240;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;27.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108242;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;5.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108244;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;5.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108246;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;5.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108248;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;30.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108250;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;7.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108252;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;7.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108255;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;10.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108257;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;16.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;108260;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;12.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;17883;ENGENHARIA DE COMPUTACAO;Presencial;Bacharelado;0714E04;Engenharia de computação (DCN Engenharia);CINE;CINE rótulo 0714E04 Engenharia de Computação;0.0;0.0;0.0;45.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;2429;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;12.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;63315;ENGENHARIA - ENGENHARIA DE COMPUTACAO;Presencial;Bacharelado;0714E04;Engenharia de computação (DCN Engenharia);CINE;CINE rótulo 0714E04 Engenharia de Computação;0.0;0.0;29.0;145.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3189;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE MINAS GERAIS;116998;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;19.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2009;3227;FACULDADE DE SISTEMA DE INFORMACAO;58430;SISTEMA DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;233.0;144.0;sim;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
