MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;TIPO_INFERIDO_PELO_NOME;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;6;UNIVERSIDADE FEDERAL DE OURO PRETO;121679;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;60;CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA;1367984;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;602;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;14647;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;633;INSTITUTO MILITAR DE ENGENHARIA;50621;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;634;UNIVERSIDADE FEDERAL DE PELOTAS;1102175;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;641;UNIVERSIDADE LA SALLE;115470;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;665;UNIVERSIDADE DE TAUBATÉ;1147190;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;64710;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;67;ESCOLA DE ENGENHARIA DE PIRACICABA;1374696;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;670;UNIVERSIDADE SÃO FRANCISCO;15490;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;671;UNIVERSIDADE ANHANGUERA;1318199;ENGENHARIA DE COMPUTAÇÃO;EaD;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;671;UNIVERSIDADE ANHANGUERA;41701;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;672;FACULDADE DE ENGENHARIA DE SOROCABA;18252;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;673;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;1360962;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;673;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;1411346;ENGENHARIA DE SOFTWARE;EaD;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;1128343;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;1313206;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;631;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;104475;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;718;UNIVERSIDADE POTIGUAR;18680;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;16401;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;52535;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;780;UNIVERSIDADE DE CUIABÁ;1266093;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;781;FACULDADE ANHANGUERA DE RONDONÓPOLIS;1280518;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;792;CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ;1204829;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;802;CENTRO UNIVERSITÁRIO UNICARIOCA;1200663;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;1262472;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;115878;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;1266079;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;823;UNIVERSIDADE DO CEUMA - UNICEUMA;1327479;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;823;UNIVERSIDADE DO CEUMA - UNICEUMA;1399250;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;83;UNIVERSIDADE DO VALE DO ITAJAÍ;1155374;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;83;UNIVERSIDADE DO VALE DO ITAJAÍ;3952;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;843;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI;1379388;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;852;FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA;105690;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;891;FACULDADE  PITÁGORAS;1280504;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;910;FACULDADE SANTA LÚCIA;1352659;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;952;UNIVERSIDADE SANTA CECÍLIA;18462;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
